entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
36412127,2014-10-21,2015-10-31,c1,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzMzL2YxLzkwLzVjYWUtNDY3NS1iMjFiLTIwN2YwYWI4MWRiMQ.xhtml,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2UxLzU0LzEyLzNmOGItNGZlOC05ZTM5LTk1MjAyMDJkMGQ0Mg.pdf,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzY4L2JiL2IxL2JlMjItNDUxYy05ZjZiLTgxOTQ1NzI2YzM2ZQ.xml,true,Danmark,DK,Charlottenlund,2920.0,31.0,JÃ¦gersborg AllÃ©,Charlottenlund,2920.0,"3, st.",HÃ¸stvej,2920 Charlottenlund,"HÃ¸stvej 3, st",Regnskabsklasse B,2017-01-23,0.0,sorenhriis@gmail.com,0.0,0.0,0.0,36412127.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Riis,Danske Bank,SHR HOLDING IVS,SÃ¸ren Riis,0.0,0.0,2014-10-21,2015-10-31,0.0,0.0,0.0,2016-10-31,2015-11-01,0.0,false,false,0.0,31683599.0,false,true,Ingen bistand,urn:ofk:oid:23416948,indberetninger-20180424,2.5955422,36412127.0,,2018-03-27T12:19:48.112Z,2017-01-23T19:43:42.602Z,regnskab,0.0,,2016-10-31,2015-11-01,X17-AB-34-EP,2017-01-23T19:43:42.795Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36412127,2014-10-21,2015-10-31,c3,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzMzL2YxLzkwLzVjYWUtNDY3NS1iMjFiLTIwN2YwYWI4MWRiMQ.xhtml,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2UxLzU0LzEyLzNmOGItNGZlOC05ZTM5LTk1MjAyMDJkMGQ0Mg.pdf,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzY4L2JiL2IxL2JlMjItNDUxYy05ZjZiLTgxOTQ1NzI2YzM2ZQ.xml,true,Danmark,DK,Charlottenlund,2920.0,31.0,JÃ¦gersborg AllÃ©,Charlottenlund,2920.0,"3, st.",HÃ¸stvej,2920 Charlottenlund,"HÃ¸stvej 3, st",Regnskabsklasse B,2017-01-23,,sorenhriis@gmail.com,,,,36412127.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Riis,Danske Bank,SHR HOLDING IVS,SÃ¸ren Riis,,,2014-10-21,2015-10-31,0.0,,,2016-10-31,2015-11-01,,false,false,,31683599.0,false,true,Ingen bistand,urn:ofk:oid:23416948,indberetninger-20180424,2.5955422,36412127.0,,2018-03-27T12:19:48.112Z,2017-01-23T19:43:42.602Z,regnskab,0.0,,2016-10-31,2015-11-01,X17-AB-34-EP,2017-01-23T19:43:42.795Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36412127,2014-10-21,2015-10-31,c5,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzMzL2YxLzkwLzVjYWUtNDY3NS1iMjFiLTIwN2YwYWI4MWRiMQ.xhtml,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2UxLzU0LzEyLzNmOGItNGZlOC05ZTM5LTk1MjAyMDJkMGQ0Mg.pdf,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzY4L2JiL2IxL2JlMjItNDUxYy05ZjZiLTgxOTQ1NzI2YzM2ZQ.xml,true,Danmark,DK,Charlottenlund,2920.0,31.0,JÃ¦gersborg AllÃ©,Charlottenlund,2920.0,"3, st.",HÃ¸stvej,2920 Charlottenlund,"HÃ¸stvej 3, st",Regnskabsklasse B,2017-01-23,,sorenhriis@gmail.com,,,,36412127.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Riis,Danske Bank,SHR HOLDING IVS,SÃ¸ren Riis,,,2014-10-21,2015-10-31,0.0,,,2016-10-31,2015-11-01,,false,false,,31683599.0,false,true,Ingen bistand,urn:ofk:oid:23416948,indberetninger-20180424,2.5955422,36412127.0,,2018-03-27T12:19:48.112Z,2017-01-23T19:43:42.602Z,regnskab,0.0,,2016-10-31,2015-11-01,X17-AB-34-EP,2017-01-23T19:43:42.795Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36412127,2014-10-21,2015-10-31,c7,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzMzL2YxLzkwLzVjYWUtNDY3NS1iMjFiLTIwN2YwYWI4MWRiMQ.xhtml,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2UxLzU0LzEyLzNmOGItNGZlOC05ZTM5LTk1MjAyMDJkMGQ0Mg.pdf,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzY4L2JiL2IxL2JlMjItNDUxYy05ZjZiLTgxOTQ1NzI2YzM2ZQ.xml,true,Danmark,DK,Charlottenlund,2920.0,31.0,JÃ¦gersborg AllÃ©,Charlottenlund,2920.0,"3, st.",HÃ¸stvej,2920 Charlottenlund,"HÃ¸stvej 3, st",Regnskabsklasse B,2017-01-23,,sorenhriis@gmail.com,,,,36412127.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Riis,Danske Bank,SHR HOLDING IVS,SÃ¸ren Riis,,,2014-10-21,2015-10-31,0.0,,,2016-10-31,2015-11-01,,false,false,,31683599.0,false,true,Ingen bistand,urn:ofk:oid:23416948,indberetninger-20180424,2.5955422,36412127.0,,2018-03-27T12:19:48.112Z,2017-01-23T19:43:42.602Z,regnskab,0.0,,2016-10-31,2015-11-01,X17-AB-34-EP,2017-01-23T19:43:42.795Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36412127,2015-10-31,2015-10-31,c9,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzMzL2YxLzkwLzVjYWUtNDY3NS1iMjFiLTIwN2YwYWI4MWRiMQ.xhtml,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2UxLzU0LzEyLzNmOGItNGZlOC05ZTM5LTk1MjAyMDJkMGQ0Mg.pdf,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzY4L2JiL2IxL2JlMjItNDUxYy05ZjZiLTgxOTQ1NzI2YzM2ZQ.xml,true,Danmark,DK,Charlottenlund,2920.0,31.0,JÃ¦gersborg AllÃ©,Charlottenlund,2920.0,"3, st.",HÃ¸stvej,2920 Charlottenlund,"HÃ¸stvej 3, st",Regnskabsklasse B,2017-01-23,,sorenhriis@gmail.com,,,,36412127.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Riis,Danske Bank,SHR HOLDING IVS,SÃ¸ren Riis,,,2014-10-21,2015-10-31,,,,2016-10-31,2015-11-01,,false,false,,31683599.0,false,true,Ingen bistand,urn:ofk:oid:23416948,indberetninger-20180424,2.5955422,36412127.0,,2018-03-27T12:19:48.112Z,2017-01-23T19:43:42.602Z,regnskab,0.0,,2016-10-31,2015-11-01,X17-AB-34-EP,2017-01-23T19:43:42.795Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36412127,2015-11-01,2016-10-31,c0,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzMzL2YxLzkwLzVjYWUtNDY3NS1iMjFiLTIwN2YwYWI4MWRiMQ.xhtml,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2UxLzU0LzEyLzNmOGItNGZlOC05ZTM5LTk1MjAyMDJkMGQ0Mg.pdf,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzY4L2JiL2IxL2JlMjItNDUxYy05ZjZiLTgxOTQ1NzI2YzM2ZQ.xml,true,Danmark,DK,Charlottenlund,2920.0,31.0,JÃ¦gersborg AllÃ©,Charlottenlund,2920.0,"3, st.",HÃ¸stvej,2920 Charlottenlund,"HÃ¸stvej 3, st",Regnskabsklasse B,2017-01-23,0.0,sorenhriis@gmail.com,0.0,0.0,0.0,36412127.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Riis,Danske Bank,SHR HOLDING IVS,SÃ¸ren Riis,0.0,0.0,2014-10-21,2015-10-31,0.0,0.0,0.0,2016-10-31,2015-11-01,0.0,false,false,0.0,31683599.0,false,true,Ingen bistand,urn:ofk:oid:23416948,indberetninger-20180424,2.5955422,36412127.0,,2018-03-27T12:19:48.112Z,2017-01-23T19:43:42.602Z,regnskab,0.0,,2016-10-31,2015-11-01,X17-AB-34-EP,2017-01-23T19:43:42.795Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36412127,2015-11-01,2016-10-31,c2,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzMzL2YxLzkwLzVjYWUtNDY3NS1iMjFiLTIwN2YwYWI4MWRiMQ.xhtml,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2UxLzU0LzEyLzNmOGItNGZlOC05ZTM5LTk1MjAyMDJkMGQ0Mg.pdf,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzY4L2JiL2IxL2JlMjItNDUxYy05ZjZiLTgxOTQ1NzI2YzM2ZQ.xml,true,Danmark,DK,Charlottenlund,2920.0,31.0,JÃ¦gersborg AllÃ©,Charlottenlund,2920.0,"3, st.",HÃ¸stvej,2920 Charlottenlund,"HÃ¸stvej 3, st",Regnskabsklasse B,2017-01-23,,sorenhriis@gmail.com,,,,36412127.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Riis,Danske Bank,SHR HOLDING IVS,SÃ¸ren Riis,,,2014-10-21,2015-10-31,0.0,,,2016-10-31,2015-11-01,,false,false,,31683599.0,false,true,Ingen bistand,urn:ofk:oid:23416948,indberetninger-20180424,2.5955422,36412127.0,,2018-03-27T12:19:48.112Z,2017-01-23T19:43:42.602Z,regnskab,0.0,,2016-10-31,2015-11-01,X17-AB-34-EP,2017-01-23T19:43:42.795Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36412127,2015-11-01,2016-10-31,c4,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzMzL2YxLzkwLzVjYWUtNDY3NS1iMjFiLTIwN2YwYWI4MWRiMQ.xhtml,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2UxLzU0LzEyLzNmOGItNGZlOC05ZTM5LTk1MjAyMDJkMGQ0Mg.pdf,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzY4L2JiL2IxL2JlMjItNDUxYy05ZjZiLTgxOTQ1NzI2YzM2ZQ.xml,true,Danmark,DK,Charlottenlund,2920.0,31.0,JÃ¦gersborg AllÃ©,Charlottenlund,2920.0,"3, st.",HÃ¸stvej,2920 Charlottenlund,"HÃ¸stvej 3, st",Regnskabsklasse B,2017-01-23,,sorenhriis@gmail.com,,,,36412127.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Riis,Danske Bank,SHR HOLDING IVS,SÃ¸ren Riis,,,2014-10-21,2015-10-31,0.0,,,2016-10-31,2015-11-01,,false,false,,31683599.0,false,true,Ingen bistand,urn:ofk:oid:23416948,indberetninger-20180424,2.5955422,36412127.0,,2018-03-27T12:19:48.112Z,2017-01-23T19:43:42.602Z,regnskab,0.0,,2016-10-31,2015-11-01,X17-AB-34-EP,2017-01-23T19:43:42.795Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36412127,2015-11-01,2016-10-31,c6,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzMzL2YxLzkwLzVjYWUtNDY3NS1iMjFiLTIwN2YwYWI4MWRiMQ.xhtml,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2UxLzU0LzEyLzNmOGItNGZlOC05ZTM5LTk1MjAyMDJkMGQ0Mg.pdf,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzY4L2JiL2IxL2JlMjItNDUxYy05ZjZiLTgxOTQ1NzI2YzM2ZQ.xml,true,Danmark,DK,Charlottenlund,2920.0,31.0,JÃ¦gersborg AllÃ©,Charlottenlund,2920.0,"3, st.",HÃ¸stvej,2920 Charlottenlund,"HÃ¸stvej 3, st",Regnskabsklasse B,2017-01-23,,sorenhriis@gmail.com,,,,36412127.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Riis,Danske Bank,SHR HOLDING IVS,SÃ¸ren Riis,,,2014-10-21,2015-10-31,0.0,,,2016-10-31,2015-11-01,,false,false,,31683599.0,false,true,Ingen bistand,urn:ofk:oid:23416948,indberetninger-20180424,2.5955422,36412127.0,,2018-03-27T12:19:48.112Z,2017-01-23T19:43:42.602Z,regnskab,0.0,,2016-10-31,2015-11-01,X17-AB-34-EP,2017-01-23T19:43:42.795Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36412127,2016-10-31,2016-10-31,c8,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzMzL2YxLzkwLzVjYWUtNDY3NS1iMjFiLTIwN2YwYWI4MWRiMQ.xhtml,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2UxLzU0LzEyLzNmOGItNGZlOC05ZTM5LTk1MjAyMDJkMGQ0Mg.pdf,http://regnskaber.virk.dk/72121463/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzY4L2JiL2IxL2JlMjItNDUxYy05ZjZiLTgxOTQ1NzI2YzM2ZQ.xml,true,Danmark,DK,Charlottenlund,2920.0,31.0,JÃ¦gersborg AllÃ©,Charlottenlund,2920.0,"3, st.",HÃ¸stvej,2920 Charlottenlund,"HÃ¸stvej 3, st",Regnskabsklasse B,2017-01-23,,sorenhriis@gmail.com,,,,36412127.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Riis,Danske Bank,SHR HOLDING IVS,SÃ¸ren Riis,,,2014-10-21,2015-10-31,,,,2016-10-31,2015-11-01,,false,false,,31683599.0,false,true,Ingen bistand,urn:ofk:oid:23416948,indberetninger-20180424,2.5955422,36412127.0,,2018-03-27T12:19:48.112Z,2017-01-23T19:43:42.602Z,regnskab,0.0,,2016-10-31,2015-11-01,X17-AB-34-EP,2017-01-23T19:43:42.795Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
