entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfRevenue,EmailOfReportingEntity,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TelephoneNumberOfReportingEntity,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpense,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
21788198,2016-01-01,2016-12-31,c10,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzczL2RiLzBlLzA2ZmItNGJkZS05ZjU4LTM1MzE2NWE1MzI5Mg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzRkL2U3Lzk4Lzk4MDMtNDNhMi04Y2E2LWViOGUxOWEwNWMyZQ.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzRmL2Q2L2Q2LzFlNjItNDkxYS04YmI1LTdkOTkzMTdjYjU2Mg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",2018-01-02,2018-03-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",gittedrost@flexlearning.com,21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2016-01-01,2016-12-31,5900.0,2017-12-31,2017-01-01,false,false,26248055.0,false,Ingen bistand,urn:ofk:oid:25178142,indberetninger-20180424,2.595548,21788198.0,,2018-04-04T06:35:00.036Z,2018-03-14T09:55:48.350Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-07-WP,2018-03-14T09:55:48.519Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21788198,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzczL2RiLzBlLzA2ZmItNGJkZS05ZjU4LTM1MzE2NWE1MzI5Mg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzRkL2U3Lzk4Lzk4MDMtNDNhMi04Y2E2LWViOGUxOWEwNWMyZQ.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzRmL2Q2L2Q2LzFlNjItNDkxYS04YmI1LTdkOTkzMTdjYjU2Mg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",2018-01-02,2018-03-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",gittedrost@flexlearning.com,21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2016-01-01,2016-12-31,109300.0,2017-12-31,2017-01-01,false,false,26248055.0,false,Ingen bistand,urn:ofk:oid:25178142,indberetninger-20180424,2.595548,21788198.0,,2018-04-04T06:35:00.036Z,2018-03-14T09:55:48.350Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-07-WP,2018-03-14T09:55:48.519Z,22731.0,105270.0,263120.0,269795.0,94.0,141700.0,141794.0,532915.0,32400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21788198,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzczL2RiLzBlLzA2ZmItNGJkZS05ZjU4LTM1MzE2NWE1MzI5Mg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzRkL2U3Lzk4Lzk4MDMtNDNhMi04Y2E2LWViOGUxOWEwNWMyZQ.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzRmL2Q2L2Q2LzFlNjItNDkxYS04YmI1LTdkOTkzMTdjYjU2Mg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",2018-01-02,2018-03-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",gittedrost@flexlearning.com,21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2016-01-01,2016-12-31,103400.0,2017-12-31,2017-01-01,false,false,26248055.0,false,Ingen bistand,urn:ofk:oid:25178142,indberetninger-20180424,2.595548,21788198.0,,2018-04-04T06:35:00.036Z,2018-03-14T09:55:48.350Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-07-WP,2018-03-14T09:55:48.519Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21788198,2016-12-31,2016-12-31,c12,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzczL2RiLzBlLzA2ZmItNGJkZS05ZjU4LTM1MzE2NWE1MzI5Mg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzRkL2U3Lzk4Lzk4MDMtNDNhMi04Y2E2LWViOGUxOWEwNWMyZQ.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzRmL2Q2L2Q2LzFlNjItNDkxYS04YmI1LTdkOTkzMTdjYjU2Mg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",2018-01-02,2018-03-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",gittedrost@flexlearning.com,21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,26248055.0,false,Ingen bistand,urn:ofk:oid:25178142,indberetninger-20180424,2.595548,21788198.0,,2018-04-04T06:35:00.036Z,2018-03-14T09:55:48.350Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-07-WP,2018-03-14T09:55:48.519Z,,,,,,,,,,692194.0,75776.0,120000.0,500000.0,541266.0,60000.0,60000.0,643810.0,90928.0,692194.0,48384.0,60000.0,150928.0,278850.0,16491.0,0.0,90928.0,103400.0,0.0,0.0,40410.0,278850.0,48384.0,186640.0,31893.0,6640.0,
21788198,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzczL2RiLzBlLzA2ZmItNGJkZS05ZjU4LTM1MzE2NWE1MzI5Mg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzRkL2U3Lzk4Lzk4MDMtNDNhMi04Y2E2LWViOGUxOWEwNWMyZQ.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzRmL2Q2L2Q2LzFlNjItNDkxYS04YmI1LTdkOTkzMTdjYjU2Mg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",2018-01-02,2018-03-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",gittedrost@flexlearning.com,21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2016-01-01,2016-12-31,194008.0,2017-12-31,2017-01-01,false,false,26248055.0,false,Ingen bistand,urn:ofk:oid:25178142,indberetninger-20180424,2.595548,21788198.0,,2018-04-04T06:35:00.036Z,2018-03-14T09:55:48.350Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-07-WP,2018-03-14T09:55:48.519Z,22731.0,7440.0,286325.0,281287.0,8.0,251108.0,251116.0,567612.0,57100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21788198,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzczL2RiLzBlLzA2ZmItNGJkZS05ZjU4LTM1MzE2NWE1MzI5Mg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzRkL2U3Lzk4Lzk4MDMtNDNhMi04Y2E2LWViOGUxOWEwNWMyZQ.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzRmL2Q2L2Q2LzFlNjItNDkxYS04YmI1LTdkOTkzMTdjYjU2Mg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",2018-01-02,2018-03-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",gittedrost@flexlearning.com,21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,26248055.0,false,Ingen bistand,urn:ofk:oid:25178142,indberetninger-20180424,2.595548,21788198.0,,2018-04-04T06:35:00.036Z,2018-03-14T09:55:48.350Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-07-WP,2018-03-14T09:55:48.519Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21788198,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzczL2RiLzBlLzA2ZmItNGJkZS05ZjU4LTM1MzE2NWE1MzI5Mg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzRkL2U3Lzk4Lzk4MDMtNDNhMi04Y2E2LWViOGUxOWEwNWMyZQ.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzRmL2Q2L2Q2LzFlNjItNDkxYS04YmI1LTdkOTkzMTdjYjU2Mg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",2018-01-02,2018-03-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",gittedrost@flexlearning.com,21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,26248055.0,false,Ingen bistand,urn:ofk:oid:25178142,indberetninger-20180424,2.595548,21788198.0,,2018-04-04T06:35:00.036Z,2018-03-14T09:55:48.350Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-07-WP,2018-03-14T09:55:48.519Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gitte Drost
21788198,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzczL2RiLzBlLzA2ZmItNGJkZS05ZjU4LTM1MzE2NWE1MzI5Mg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzRkL2U3Lzk4Lzk4MDMtNDNhMi04Y2E2LWViOGUxOWEwNWMyZQ.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzRmL2Q2L2Q2LzFlNjItNDkxYS04YmI1LTdkOTkzMTdjYjU2Mg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",2018-01-02,2018-03-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",gittedrost@flexlearning.com,21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,26248055.0,false,Ingen bistand,urn:ofk:oid:25178142,indberetninger-20180424,2.595548,21788198.0,,2018-04-04T06:35:00.036Z,2018-03-14T09:55:48.350Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-07-WP,2018-03-14T09:55:48.519Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steen Funch Hansen
21788198,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzczL2RiLzBlLzA2ZmItNGJkZS05ZjU4LTM1MzE2NWE1MzI5Mg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzRkL2U3Lzk4Lzk4MDMtNDNhMi04Y2E2LWViOGUxOWEwNWMyZQ.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzRmL2Q2L2Q2LzFlNjItNDkxYS04YmI1LTdkOTkzMTdjYjU2Mg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",2018-01-02,2018-03-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",gittedrost@flexlearning.com,21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,26248055.0,false,Ingen bistand,urn:ofk:oid:25178142,indberetninger-20180424,2.595548,21788198.0,,2018-04-04T06:35:00.036Z,2018-03-14T09:55:48.350Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-07-WP,2018-03-14T09:55:48.519Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bente Funch Drost
21788198,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzczL2RiLzBlLzA2ZmItNGJkZS05ZjU4LTM1MzE2NWE1MzI5Mg.xhtml,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzRkL2U3Lzk4Lzk4MDMtNDNhMi04Y2E2LWViOGUxOWEwNWMyZQ.pdf,http://regnskaber.virk.dk/89188712/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzRmL2Q2L2Q2LzFlNjItNDkxYS04YmI1LTdkOTkzMTdjYjU2Mg.xml,true,8700 Horsens,Horsens,8700.0,13.0,Jespersvej,8700 Horsens,Jespersvej 13,"Regnskabsklasse B, mikrovirksomhed",2018-01-02,2018-03-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive virksomhed med undervisning, kursusafholdelse og rÃ¥dgivning samt formueforvaltning og administration, investering i virksomheder og vÃ¦rdipapirer og hermed beslÃ¦gtede formÃ¥l.</p>",gittedrost@flexlearning.com,21788198.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Steen Funch Hansen,Gitte Drost,Sydbank A/S,FLEX LEARNING A/S,Gitte Drost,Horsens,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,26248055.0,false,Ingen bistand,urn:ofk:oid:25178142,indberetninger-20180424,2.595548,21788198.0,,2018-04-04T06:35:00.036Z,2018-03-14T09:55:48.350Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-07-WP,2018-03-14T09:55:48.519Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kirsten Funch Drost
